	control_1	control_2	control_3	control_4	opg_1	opg_2	opg_3	opg_4	gtdup_1	gtdup_2	gtdup_3
ENSG00000228338	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239810	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231103	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179172	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120952	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187545	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204510	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207434	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274178	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274764	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277058	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229571	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277862	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236179	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275774	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229978	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204505	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279169	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279804	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250894	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270601	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231219	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207511	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237700	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204501	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204479	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204478	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162494	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215909	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162493	0	0	1	4	0	1	0	1	0	0	1
ENSG00000222952	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237445	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253085	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116731	190	113	213	130	175	194	185	148	254	221	245
ENSG00000189337	63	39	37	38	42	55	27	39	58	35	33
ENSG00000252151	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234593	0	1	0	0	0	0	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287756	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175147	206	137	142	131	196	206	125	113	219	204	240
ENSG00000171729	265	137	264	204	217	216	166	153	266	198	378
ENSG00000204464	14	3	24	17	21	33	29	16	41	52	84
ENSG00000215720	4	2	26	2	18	15	11	6	21	38	45
ENSG00000278480	16	4	13	5	12	7	7	6	11	4	4
ENSG00000142621	73	49	44	38	32	34	53	60	86	84	50
ENSG00000233485	21	12	10	6	10	9	10	15	9	9	21
ENSG00000236045	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228140	0	0	2	0	1	0	3	1	4	1	2
ENSG00000142634	369	346	1031	645	866	801	707	529	930	1290	1428
ENSG00000162438	0	0	0	1	2	0	1	1	1	1	0
ENSG00000142615	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215704	2	0	2	3	3	1	7	2	9	1	1
ENSG00000132906	61	49	51	58	43	56	45	42	68	63	78
ENSG00000116138	74	63	94	65	92	78	67	69	98	89	106
ENSG00000251866	1	0	0	0	0	0	0	0	1	2	0
ENSG00000272510	14	7	13	8	4	7	7	6	11	10	14
ENSG00000116771	5	6	7	8	4	9	11	12	10	12	8
ENSG00000237301	0	0	1	0	0	1	0	0	0	2	2
ENSG00000235084	1	2	0	1	0	2	0	0	0	0	0
ENSG00000252417	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236500	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197312	150	98	161	122	137	161	158	129	192	192	205
ENSG00000215695	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	0	0	1	2	0	2	2	0	2	1	0
ENSG00000116786	1310	959	1041	885	827	978	847	874	1039	958	1063
ENSG00000237938	117	103	128	85	88	94	120	79	105	120	95
ENSG00000162461	22	28	22	29	21	15	22	22	31	33	21
ENSG00000224459	0	0	0	2	0	2	1	0	1	1	1
ENSG00000162460	0	1	0	0	0	0	0	0	0	1	2
ENSG00000162458	1	2	0	1	3	0	1	0	1	0	2
ENSG00000224321	0	0	0	0	1	0	0	0	0	0	0
ENSG00000233954	0	0	4	2	4	0	3	1	7	5	6
ENSG00000178715	2	1	0	0	1	1	0	0	1	2	0
ENSG00000179743	94	73	64	67	41	76	77	66	85	55	83
ENSG00000065526	837	669	795	590	559	726	614	620	851	701	688
ENSG00000270620	0	0	0	0	1	0	1	0	1	2	1
ENSG00000116809	170	201	188	191	151	194	153	163	236	224	168
ENSG00000234607	0	0	3	0	2	3	2	0	0	4	7
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224966	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183888	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	6	5	17	19	21	22	13	10	22	16	13
ENSG00000186510	8	12	36	28	23	11	8	9	28	13	9
ENSG00000232456	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184908	0	1	0	0	0	0	0	0	0	2	0
ENSG00000185519	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142627	50	102	70	100	64	110	114	117	157	180	98
ENSG00000227959	4	1	5	3	7	9	5	7	4	9	5
ENSG00000224621	0	0	2	2	6	4	4	0	9	4	11
ENSG00000234166	0	1	2	1	0	0	1	3	1	2	0
ENSG00000142632	19	25	22	33	19	11	33	29	23	26	19
ENSG00000237276	12	12	8	13	6	11	9	13	17	10	12
ENSG00000288398	10	4	6	9	10	8	5	7	11	13	2
ENSG00000132881	8	3	10	8	10	20	13	7	16	16	11
ENSG00000233929	1	0	2	0	0	0	0	0	3	1	1
ENSG00000037637	249	208	211	227	172	258	213	188	258	251	267
ENSG00000055070	94	88	252	112	146	148	142	104	196	257	282
ENSG00000226457	0	0	0	0	2	1	2	0	0	1	8
ENSG00000187144	22	24	59	34	49	50	43	22	50	99	82
ENSG00000157191	209	127	222	137	204	228	160	165	237	243	228
ENSG00000226029	31	14	25	16	47	35	43	16	47	41	41
ENSG00000080947	225	158	105	182	103	138	139	149	145	135	96
ENSG00000206652	5	1	15	1	13	11	4	4	9	10	37
ENSG00000261135	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285853	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224174	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233421	0	0	0	0	0	0	0	0	1	0	2
ENSG00000277344	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225710	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219481	800	477	423	394	476	491	538	445	762	614	506
ENSG00000271732	1	0	3	0	1	4	2	0	1	5	4
ENSG00000215908	821	700	523	785	415	558	627	596	554	571	379
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186301	44	29	20	24	29	27	20	20	18	24	19
ENSG00000282143	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207513	0	0	0	0	0	0	0	0	0	0	2
ENSG00000280114	0	0	0	0	1	0	0	0	0	0	0
ENSG00000236698	0	0	0	0	1	0	0	0	0	1	0
ENSG00000268869	0	0	0	0	0	1	0	0	0	0	0
ENSG00000279151	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	1	1	0	0	0	1
ENSG00000058453	372	430	321	538	182	335	305	319	254	312	171
ENSG00000227684	0	0	0	2	0	0	1	0	0	0	1
ENSG00000207389	0	0	0	0	1	1	0	0	0	0	6
ENSG00000186715	13	17	12	13	6	14	12	5	13	12	1
ENSG00000223643	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230239	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263811	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	0	0	0	0	0	0	1	0	0	1	0
ENSG00000277234	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	9	11	16	12	14	12	5	16	10	9	7
ENSG00000235241	9	6	8	11	6	7	7	8	19	13	9
ENSG00000207005	1	3	0	5	0	0	1	1	4	1	6
ENSG00000272426	1	0	0	0	0	2	0	0	0	0	0
ENSG00000117122	4	1	0	1	0	0	0	0	0	2	1
ENSG00000286898	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226526	8	6	4	3	4	4	11	10	8	7	11
ENSG00000159363	42	41	36	19	26	35	34	24	42	46	26
ENSG00000288636	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117118	28	20	42	29	51	44	47	38	62	52	68
ENSG00000117115	814	539	1418	851	609	1057	681	519	910	1009	1555
ENSG00000204362	1	0	0	0	0	0	0	0	0	0	0
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142623	3	0	1	0	1	0	1	0	0	2	2
ENSG00000142619	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266634	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159339	1	0	0	0	1	1	0	0	0	0	1
ENSG00000276747	0	0	0	0	0	0	0	0	0	0	1
ENSG00000227751	115	111	143	113	79	105	112	74	115	157	142
ENSG00000179051	670	580	912	579	539	647	630	600	720	808	854
ENSG00000074964	334	371	297	349	207	315	327	374	334	427	359
ENSG00000236648	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117148	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284653	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261781	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117154	0	3	0	0	1	0	0	0	0	1	0
ENSG00000280222	0	0	0	0	1	4	0	0	0	0	4
ENSG00000230035	0	0	0	0	0	1	0	1	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179023	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235282	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009709	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179002	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159423	44	72	67	69	43	63	57	65	49	85	48
ENSG00000265606	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	2	0	0	0	0	0
ENSG00000169991	7	18	15	9	24	29	16	16	16	19	19
ENSG00000272084	3	5	7	0	5	13	4	1	11	9	12
ENSG00000127481	2078	1633	1634	1648	1318	1691	1656	1731	2077	1757	1614
ENSG00000230424	12	29	17	21	16	30	21	20	32	18	27
ENSG00000127463	118	98	175	126	156	167	144	138	195	177	222
ENSG00000053372	24	21	41	25	34	20	26	30	45	51	37
ENSG00000286064	1	0	2	0	2	3	1	0	2	0	0
ENSG00000211454	4	5	11	4	8	12	9	11	16	12	18
ENSG00000162482	9	7	7	12	11	16	13	14	15	12	14
ENSG00000270728	0	0	1	0	1	0	1	0	0	1	3
ENSG00000053371	53	50	84	61	71	63	75	65	116	123	114
ENSG00000200403	1	0	0	0	1	1	0	0	1	3	1
ENSG00000040487	487	465	593	564	476	548	581	582	893	959	826
ENSG00000077549	520	397	876	525	934	866	711	555	837	895	1218
ENSG00000240490	1	0	2	0	2	2	0	1	3	3	3
ENSG00000173436	110	107	111	107	86	98	98	91	104	107	99
ENSG00000201609	1	0	1	0	0	1	1	1	2	2	0
ENSG00000235185	0	0	0	0	1	0	0	0	0	0	0
ENSG00000158747	2	2	7	1	8	4	1	2	2	4	9
ENSG00000270136	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226396	5	0	10	6	9	11	9	5	10	9	15
ENSG00000158748	0	1	5	2	4	0	4	2	3	9	3
ENSG00000162542	36	32	27	44	23	30	35	27	43	44	36
ENSG00000178828	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169914	35	19	49	29	40	45	34	23	39	56	47
ENSG00000188784	0	0	0	0	0	0	0	0	0	0	1
ENSG00000242688	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188257	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127472	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117215	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158786	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187980	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225986	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162543	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228105	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158816	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226664	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236963	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162545	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090432	38	29	65	33	54	31	31	37	46	72	83
ENSG00000215520	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183114	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158825	0	0	0	0	0	0	0	0	0	5	3
ENSG00000158828	98	64	84	60	90	78	82	77	96	105	176
ENSG00000284005	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117242	87	58	81	63	65	78	73	74	105	116	104
ENSG00000244038	121	126	265	163	185	190	154	199	215	268	318
ENSG00000117245	29	30	19	31	5	14	39	26	57	43	27
ENSG00000235432	0	0	3	0	0	0	0	0	0	0	0
ENSG00000189410	1	2	3	0	1	0	2	0	3	0	6
ENSG00000233069	0	0	0	0	3	0	0	0	1	0	0
ENSG00000127483	924	628	461	588	349	455	573	558	568	472	460
ENSG00000075151	509	453	633	505	481	538	438	432	482	457	454
ENSG00000251914	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	3	3	0	0	2	3	0
ENSG00000233072	0	0	0	0	5	0	2	1	1	0	3
ENSG00000236073	0	0	2	0	4	0	0	0	1	2	2
ENSG00000235112	5	7	14	4	14	14	4	3	17	19	4
ENSG00000287192	1	1	2	1	1	1	0	0	2	1	1
ENSG00000117298	0	1	0	0	3	0	0	2	1	3	2
ENSG00000236936	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231105	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236216	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228823	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227001	0	0	0	0	0	1	0	0	0	0	0
ENSG00000187952	0	0	0	0	0	0	1	0	0	1	0
ENSG00000186543	0	0	0	0	0	0	0	0	1	0	0
ENSG00000142794	6	15	5	7	13	11	15	8	18	9	8
ENSG00000176378	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162551	0	0	0	0	1	0	0	0	0	0	0
ENSG00000233431	0	0	0	0	0	0	0	0	0	0	0
ENSG00000076864	0	4	0	1	1	2	2	0	10	5	0
ENSG00000090686	324	217	214	214	281	313	272	276	422	409	333
ENSG00000231978	0	0	0	0	0	0	3	0	0	1	1
ENSG00000187942	20	24	19	24	13	24	24	36	46	81	33
ENSG00000142798	228	179	96	104	89	157	202	175	316	397	219
ENSG00000232037	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283234	0	0	0	0	0	0	1	0	0	0	0
ENSG00000219073	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273610	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278124	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228397	0	2	4	1	2	3	6	2	4	5	6
ENSG00000218510	20	8	23	15	19	15	17	20	21	25	23
ENSG00000070831	170	116	378	160	316	334	283	223	440	443	644
ENSG00000285752	23	16	28	17	16	22	18	18	23	19	27
ENSG00000285794	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230068	6	5	17	7	6	8	6	6	13	24	16
ENSG00000271428	3	5	8	3	6	7	10	11	14	8	13
ENSG00000162552	9	0	22	16	28	23	17	17	27	43	28
ENSG00000285873	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266564	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234397	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279625	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184677	628	493	444	469	322	431	402	475	564	446	367
ENSG00000237200	0	1	3	0	0	0	3	2	2	3	5
ENSG00000070886	2	0	1	0	0	0	0	0	2	1	1
ENSG00000276835	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173372	150	98	385	220	470	355	171	135	286	273	548
ENSG00000159189	801	714	2517	1275	2735	2492	1426	1045	1995	2456	3922
ENSG00000173369	197	145	487	280	489	455	247	181	413	442	648
ENSG00000133216	113	93	92	56	126	126	71	92	77	67	64
ENSG00000265422	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225952	4	3	3	1	6	7	1	3	4	0	2
ENSG00000264014	7	8	9	5	4	9	3	8	10	1	4
ENSG00000215906	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227868	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004487	89	78	118	75	101	93	95	89	145	118	152
ENSG00000240553	1	1	2	2	2	3	2	2	3	3	3
ENSG00000263793	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266802	0	0	1	0	1	0	0	2	0	0	0
ENSG00000169641	239	148	161	151	145	172	174	178	274	218	251
ENSG00000229010	7	3	3	5	4	5	12	4	8	26	10
ENSG00000206935	0	0	2	0	0	0	0	0	2	0	2
ENSG00000252578	0	0	0	0	0	0	0	0	0	0	1
ENSG00000179546	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215381	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261326	5	6	23	14	29	18	12	15	28	39	49
ENSG00000284726	15	12	18	10	13	12	10	14	19	35	12
ENSG00000125944	112	86	170	97	159	151	146	120	198	183	249
ENSG00000125945	27	15	26	16	24	15	22	26	22	24	28
ENSG00000249087	1	2	1	1	2	2	0	0	2	4	1
ENSG00000201405	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271420	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204219	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232482	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088280	4	2	0	0	0	1	2	2	4	3	0
ENSG00000007968	29	73	68	64	37	57	100	102	60	132	53
ENSG00000235052	0	0	0	0	0	0	0	0	1	0	0
ENSG00000117318	210	243	207	249	243	250	146	181	186	202	123
ENSG00000285802	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197880	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229239	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142676	85	82	271	131	151	196	132	115	162	196	340
ENSG00000236810	20	23	27	32	23	18	26	15	31	36	35
ENSG00000011007	176	142	176	138	136	154	114	167	180	165	170
ENSG00000057757	18	21	54	18	22	20	29	29	26	35	64
ENSG00000011009	114	102	203	125	132	145	126	145	177	193	182
ENSG00000117308	148	110	136	152	128	101	106	94	178	144	138
ENSG00000117305	49	43	56	50	75	70	49	43	70	65	86
ENSG00000179163	315	264	600	381	888	756	214	230	538	461	556
ENSG00000188822	244	212	364	285	245	319	140	132	379	276	391
ENSG00000229106	203	142	231	227	128	187	91	124	260	184	204
ENSG00000232557	17	12	16	10	21	24	14	9	33	43	22
ENSG00000264926	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230228	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189266	51	47	94	70	74	66	93	72	77	95	155
ENSG00000188529	97	86	186	105	164	171	166	145	242	248	289
ENSG00000215905	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225315	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142661	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230703	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142677	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185436	154	126	312	235	183	298	159	144	228	220	219
ENSG00000230023	0	0	1	0	3	4	0	0	0	1	0
ENSG00000232298	2	0	1	2	3	0	3	3	0	1	0
ENSG00000158055	4	1	2	6	2	5	7	1	2	1	9
ENSG00000001460	12	6	6	13	5	17	11	8	9	9	14
ENSG00000001461	75	56	47	39	50	60	50	63	69	61	73
ENSG00000286061	2	4	10	2	10	16	5	9	8	13	11
ENSG00000117602	34	21	37	33	33	46	51	41	39	94	76
ENSG00000264443	1	0	7	2	2	1	8	4	3	6	10
ENSG00000184454	0	0	0	0	0	0	0	0	1	0	0
ENSG00000227312	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239106	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133226	463	347	529	333	340	370	388	399	446	403	429
ENSG00000284699	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169504	54	28	83	51	63	65	66	49	97	62	175
ENSG00000238482	0	0	2	0	0	0	0	0	1	0	0
ENSG00000020633	798	670	1365	869	854	1216	1109	933	1347	1534	1856
ENSG00000278034	0	0	0	0	0	2	1	2	3	0	5
ENSG00000229162	20	14	56	33	69	95	101	73	114	163	110
ENSG00000261025	0	1	0	2	1	2	1	1	1	0	3
ENSG00000264371	0	1	0	0	0	0	1	0	0	0	0
ENSG00000285823	2	0	0	1	1	1	0	2	2	5	4
ENSG00000233755	2	1	4	1	3	2	0	1	5	3	1
ENSG00000233419	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231953	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117614	24	18	38	13	18	28	28	19	24	34	29
ENSG00000284602	1	5	10	1	8	6	6	7	7	2	6
ENSG00000284657	5	2	1	6	5	6	5	1	3	3	2
ENSG00000117616	1276	1036	668	948	865	915	1089	1057	1076	789	674
ENSG00000272432	0	3	1	0	2	0	0	0	4	1	1
ENSG00000261349	15	11	15	11	4	11	8	4	10	12	13
ENSG00000187010	8	2	5	1	8	5	5	3	11	4	10
ENSG00000224183	0	0	1	3	3	0	0	0	2	0	0
ENSG00000259984	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183726	20	10	32	17	34	28	22	21	39	37	75
ENSG00000188672	4	1	1	1	1	0	2	2	2	2	5
ENSG00000238084	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204178	45	31	59	35	36	50	29	48	54	40	78
ENSG00000157978	70	49	47	35	32	44	39	48	51	60	51
ENSG00000225643	0	0	1	0	0	0	3	2	0	1	0
ENSG00000117643	49	46	46	59	36	70	49	46	85	164	65
ENSG00000233478	3	3	1	2	2	9	6	7	8	14	2
ENSG00000162430	177	190	221	199	118	185	202	151	180	231	242
ENSG00000255054	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228172	45	37	40	51	57	47	57	30	72	65	61
ENSG00000117640	171	151	179	165	141	192	148	166	169	193	172
ENSG00000272478	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127423	12	8	19	11	19	14	17	14	6	18	17
ENSG00000236528	24	17	39	18	26	23	33	31	24	28	45
ENSG00000182749	104	71	116	94	78	100	86	58	95	103	110
ENSG00000207302	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117632	88	49	108	51	56	68	102	88	73	110	217
ENSG00000229786	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223624	0	0	0	0	0	1	0	0	1	2	3
ENSG00000283938	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158006	72	71	65	44	47	76	74	66	64	78	50
ENSG00000207237	0	0	0	0	1	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252691	0	0	0	1	0	0	0	0	0	0	0
ENSG00000158008	46	61	33	30	29	44	74	69	72	68	64
ENSG00000158014	1	0	2	2	1	2	1	1	3	1	9
ENSG00000284309	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158022	3	5	6	10	2	3	4	1	4	1	0
ENSG00000175087	17	17	26	29	21	28	27	20	34	25	38
ENSG00000197245	0	0	0	0	1	0	0	0	0	0	0
ENSG00000282872	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236782	11	33	25	23	30	24	14	29	18	25	32
ENSG00000142684	9	15	27	15	25	24	25	17	20	28	31
ENSG00000142675	8	8	9	8	3	4	4	1	5	6	9
ENSG00000188782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236155	1	0	0	0	2	0	0	0	0	1	1
ENSG00000278572	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130695	178	176	123	139	118	145	159	178	192	210	117
ENSG00000270733	0	0	0	0	0	1	1	0	1	2	0
ENSG00000142669	49	50	312	85	225	168	161	108	196	256	415
ENSG00000158062	191	161	204	163	142	176	155	138	161	226	156
ENSG00000169442	2	0	6	4	5	3	4	1	13	11	12
ENSG00000176092	0	1	0	1	1	0	1	0	4	5	2
ENSG00000225854	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176083	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131914	0	0	4	0	0	1	0	0	0	0	1
ENSG00000117682	170	145	163	147	160	167	178	144	210	204	176
ENSG00000223583	0	0	1	0	2	5	1	3	5	6	4
ENSG00000225891	12	8	21	10	20	14	20	11	17	14	22
ENSG00000198830	103	98	213	88	152	178	148	118	161	206	431
ENSG00000224129	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117676	770	704	911	845	731	808	751	813	832	888	740
ENSG00000238705	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243905	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252802	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252429	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260063	3	2	2	3	3	4	1	3	6	1	5
ENSG00000117713	754	585	982	741	649	830	791	739	941	883	1010
ENSG00000060642	27	28	48	22	40	39	40	21	32	40	50
ENSG00000241188	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287810	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204160	168	81	252	124	180	207	126	96	262	181	400
ENSG00000175793	4	3	2	4	1	2	3	3	2	2	0
ENSG00000142751	101	87	127	146	107	142	133	96	133	141	150
ENSG00000226698	2	4	2	3	3	3	0	0	7	5	2
ENSG00000198746	111	101	121	93	71	100	83	88	104	81	100
